,content,cleaning,normalize,removal,tokenizing,polarity_score,polarity
2275,"Terima kasih KAI access sudah sangat membantu untuk refund tiket. Untuk teman2 sekedar membantu. Jika ingin refund tiket. Masuk ke menu beranda, tambahkan tiket, masukan kode booking, kemudian pilih nama yg mau di batalkan, klik pembatalan, isi nama rekening, nomor rekening dan nama bank. Semoga informasi bisa membantu",terima kasih kai access sudah sangat membantu untuk refund tiket untuk teman sekedar membantu jika ingin refund tiket masuk ke menu beranda tambahkan tiket masukan kode booking kemudian pilih nama yg mau di batalkan klik pembatalan isi nama rekening nomor rekening dan nama bank semoga informasi bisa membantu,terima kasih kai access sudah sangat bantu untuk refund tiket untuk teman dar bantu jika ingin refund tiket masuk ke menu beranda tambah tiket masuk kode pesan kemudian pilih nama yang mau di batal klik batal isi nama rekening nomor rekening dan nama bank moga informasi bisa bantu,terima kasih kai access bantu refund tiket teman dar bantu refund tiket masuk menu beranda tiket masuk kode pesan pilih nama batal klik batal isi nama rekening nomor rekening nama bank moga informasi bantu,"['terima', 'kasih', 'kai', 'access', 'bantu', 'refund', 'tiket', 'teman', 'dar', 'bantu', 'refund', 'tiket', 'masuk', 'menu', 'beranda', 'tiket', 'masuk', 'kode', 'pesan', 'pilih', 'nama', 'batal', 'klik', 'batal', 'isi', 'nama', 'rekening', 'nomor', 'rekening', 'nama', 'bank', 'moga', 'informasi', 'bantu']",3,positive
2277,Ni KAI access lagi kenapa dah. Mau pesen tiket error mulu. Padahal udah topup KAI pay. Mana saldonya kagak bisa ditarik lagi. Kacau dah.,ni kai access lagi kenapa dah mau pesen tiket error mulu padahal udah topup kai pay mana saldonya kagak bisa ditarik lagi kacau dah,ini kai access lagi kenapa deh mau pesan tiket error melulu padahal sudah topup kai pay mana saldo tidak bisa tarik lagi kacau deh,kai access deh pesan tiket error melulu topup kai pay saldo tarik kacau deh,"['kai', 'access', 'deh', 'pesan', 'tiket', 'error', 'melulu', 'topup', 'kai', 'pay', 'saldo', 'tarik', 'kacau', 'deh']",-3,negative
2279,"Baru mau pesan tiket tapi tiba tiba tulisan hilang, disuruh upgrade, lha kalau sdh pesan dan fiturnya mati, kita ngga bisa tunjukin tiket dong",baru mau pesan tiket tapi tiba tiba tulisan hilang disuruh upgrade lha kalau sdh pesan dan fiturnya mati kita ngga bisa tunjukin tiket dong,baru mau pesan tiket tapi tiba tiba tulis hilang suruh perbarui lha kalau sudah pesan dan fiturnya mati kita tidak bisa tunjukin tiket dong,pesan tiket tulis hilang suruh perbarui lha pesan fiturnya mati tunjukin tiket,"['pesan', 'tiket', 'tulis', 'hilang', 'suruh', 'perbarui', 'lha', 'pesan', 'fiturnya', 'mati', 'tunjukin', 'tiket']",-2,negative
2280,Ini knp jd susah bgt si skrg. Selalu muncul tulisan 'Aduh! Permintaan anda telah time out.' Tolong dong ya diperbaiki biar gampang kl pesen tiket kereta.,ini knp jd susah bgt si skrg selalu muncul tulisan aduh permintaan anda telah time out tolong dong ya diperbaiki biar gampang kl pesen tiket kereta,ini kenapa jadi susah banget si sekarang selalu muncul tulis aduh minta anda telah time out tolong dong iya baik biar gampang kalau pesan tiket kereta,susah muncul tulis aduh time out tolong biar gampang pesan tiket kereta,"['susah', 'muncul', 'tulis', 'aduh', 'time', 'out', 'tolong', 'biar', 'gampang', 'pesan', 'tiket', 'kereta']",-1,negative
2283,Saya di rugikan. Ketika beli tiket transaksi berhasil. Tapi tiket nya belum ke terima saya. Sangat di rugikan waktu dan uang saya. Sedangkan uang juga tidak kembali,saya di rugikan ketika beli tiket transaksi berhasil tapi tiket nya belum ke terima saya sangat di rugikan waktu dan uang saya sedangkan uang juga tidak kembali,saya di rugi ketika beli tiket transaksi hasil tapi tiket nya belum ke terima saya sangat di rugi waktu dan uang saya sedang uang juga tidak kembali,rugi beli tiket transaksi hasil tiket terima rugi uang uang,"['rugi', 'beli', 'tiket', 'transaksi', 'hasil', 'tiket', 'terima', 'rugi', 'uang', 'uang']",-2,negative
2290,"saya pesan tiket kereta api lokal/prameks, saat mau bayar melalui tcash, nomer tcash udah sesuai dgn data d kai access kok wkt di klik pay. tidak muncul apa2 ya, sampai nunggu 2menit ttp tidak muncul",saya pesan tiket kereta api lokal prameks saat mau bayar melalui tcash nomer tcash udah sesuai dgn data d kai access kok wkt di klik pay tidak muncul apa ya sampai nunggu menit ttp tidak muncul,saya pesan tiket kereta api lokal prameks saat mau bayar lalu tcash nomer tcash sudah sesuai dengan data di kai access kok waktu di klik pay tidak muncul apa iya sampai menunggu menit tetap tidak muncul,pesan tiket kereta api lokal prameks bayar tcash nomer tcash sesuai data kai access klik pay muncul menunggu menit muncul,"['pesan', 'tiket', 'kereta', 'api', 'lokal', 'prameks', 'bayar', 'tcash', 'nomer', 'tcash', 'sesuai', 'data', 'kai', 'access', 'klik', 'pay', 'muncul', 'menunggu', 'menit', 'muncul']",1,positive
2291,"Tolong custumer jika tidak jadi berangkat, tolong cancel, banyak yg gk dapat tiket.... dan untuk pt kai tambahin jam kereta atau gerbong dong terutama ka lokal yg cepat habis...",tolong custumer jika tidak jadi berangkat tolong cancel banyak yg gk dapat tiket dan untuk pt kai tambahin jam kereta atau gerbong dong terutama ka lokal yg cepat habis,tolong custumer jika tidak jadi berangkat tolong cancel banyak yang tidak dapat tiket dan untuk pt kai tambahin jam kereta atau gerbong dong utama kakak lokal yang cepat habis,tolong custumer berangkat tolong cancel tiket kai tambahin jam kereta gerbong utama kakak lokal cepat habis,"['tolong', 'custumer', 'berangkat', 'tolong', 'cancel', 'tiket', 'kai', 'tambahin', 'jam', 'kereta', 'gerbong', 'utama', 'kakak', 'lokal', 'cepat', 'habis']",1,positive
2292,app nya bagus sangat mempermudah pembelian tiket tidak perlu antri lagi. hanya saja utk pembelian tiket rombongan masih ngacak kursinya..pdhl sudah di klik utk jadi satu tempat.mohon dibenahi,app nya bagus sangat mempermudah pembelian tiket tidak perlu antri lagi hanya saja utk pembelian tiket rombongan masih ngacak kursinya pdhl sudah di klik utk jadi satu tempat mohon dibenahi,aplikasi nya bagus sangat mudah beli tiket tidak perlu antri lagi hanya saja untuk beli tiket rombong masih ngacak kursi padahal sudah di klik untuk jadi satu tempat mohon benah,aplikasi bagus mudah beli tiket antri beli tiket rombong ngacak kursi klik mohon benah,"['aplikasi', 'bagus', 'mudah', 'beli', 'tiket', 'antri', 'beli', 'tiket', 'rombong', 'ngacak', 'kursi', 'klik', 'mohon', 'benah']",3,positive
2293,"Tolong tiket2 diinput di MyTrip, yang statusnya sudah selesai dan batal supaya bisa dihapus. Masa cuma bisa nambah, ga bisa hapus. Nambahpun ternyata ada maksimalnya",tolong tiket diinput di mytrip yang statusnya sudah selesai dan batal supaya bisa dihapus masa cuma bisa nambah ga bisa hapus nambahpun ternyata ada maksimalnya,tolong tiket diinput di mytrip yang status sudah selesai dan batal supaya bisa hapus masa cuma bisa nambah tidak bisa hapus nambahpun nyata ada maksimal,tolong tiket diinput mytrip status selesai batal hapus nambah hapus nambahpun nyata maksimal,"['tolong', 'tiket', 'diinput', 'mytrip', 'status', 'selesai', 'batal', 'hapus', 'nambah', 'hapus', 'nambahpun', 'nyata', 'maksimal']",-2,negative
2294,Aplikasinya bagus banget membantu semua masyarakat dalam memesan tiket online dengan mudah . Pokoknya mantul deh .... sukses selalu KAI 👍🏻👍🏻👍🏻,aplikasinya bagus banget membantu semua masyarakat dalam memesan tiket online dengan mudah pokoknya mantul deh sukses selalu kai,aplikasi bagus banget bantu semua masyarakat dalam mes tiket online dengan mudah pokok mantul deh sukses selalu kai,aplikasi bagus bantu masyarakat mes tiket online mudah pokok mantul deh sukses kai,"['aplikasi', 'bagus', 'bantu', 'masyarakat', 'mes', 'tiket', 'online', 'mudah', 'pokok', 'mantul', 'deh', 'sukses', 'kai']",4,positive
2296,"Sudah download beberapa kali. Tapi hasilnya mengecewakan,masak nomer telepon tidak bisa di pakai untuk registrasi ulang. Padahal registrasi yang pertama sudah ready. Tpi waktu mau pesan tiket. Malah di suruh menghubungi CS KAI.",sudah download beberapa kali tapi hasilnya mengecewakan masak nomer telepon tidak bisa di pakai untuk registrasi ulang padahal registrasi yang pertama sudah ready tpi waktu mau pesan tiket malah di suruh menghubungi cs kai,sudah download beberapa kali tapi hasil kecewa masak nomer telepon tidak bisa di pakai untuk registrasi ulang padahal registrasi yang pertama sudah ready tapi waktu mau pesan tiket bahkan di suruh hubung cs kai,download hasil kecewa masak nomer telepon pakai registrasi ulang registrasi ready pesan tiket suruh hubung kai,"['download', 'hasil', 'kecewa', 'masak', 'nomer', 'telepon', 'pakai', 'registrasi', 'ulang', 'registrasi', 'ready', 'pesan', 'tiket', 'suruh', 'hubung', 'kai']",-1,negative
2299,"Aplikasinya jelek bgt. Lemot. Kayak berat gitu, mau pesen tiket gagal terus padahal sinyal saya juga bagus. Mohon diperbaiki",aplikasinya jelek bgt lemot kayak berat gitu mau pesen tiket gagal terus padahal sinyal saya juga bagus mohon diperbaiki,aplikasi jelek banget lambat kayak berat begitu mau pesan tiket gagal terus padahal sinyal saya juga bagus mohon baik,aplikasi jelek lambat kayak berat pesan tiket gagal sinyal bagus mohon,"['aplikasi', 'jelek', 'lambat', 'kayak', 'berat', 'pesan', 'tiket', 'gagal', 'sinyal', 'bagus', 'mohon']",-2,negative
2300,Untuk kai access semoga kedepan nya ada cara pembayaran yang lebih mudah dari pada lewat Linkaja. Setiap mau byr tiket pasti ga bisa,untuk kai access semoga kedepan nya ada cara pembayaran yang lebih mudah dari pada lewat linkaja setiap mau byr tiket pasti ga bisa,untuk kai access moga depan nya ada cara bayar yang lebih mudah dari pada lewat linkaja tiap mau bayar tiket pasti tidak bisa,kai access moga bayar mudah linkaja bayar tiket,"['kai', 'access', 'moga', 'bayar', 'mudah', 'linkaja', 'bayar', 'tiket']",1,positive
2301,"Saya sudah pesan tiket ka lokal dan ada tulisannya payment succces tapi setelah di cek kembali kenapa tulisannya anda tidak memiliki tiket dan saldo nya sudah terpotong Tolong di perbaikilah anjeng saya udah rugi ini Satu kata untuk aplikasi kai acces yaitu kontol Semoga semua orang yang membuat aplikasi ini pantatnya bisulan Woi bales komennya anjeng jangan di liat aja tolo Pesen saya jangan beli tiket di kai acces !!! , Ketimbang merasakan kekecewaan !!! l",saya sudah pesan tiket ka lokal dan ada tulisannya payment succces tapi setelah di cek kembali kenapa tulisannya anda tidak memiliki tiket dan saldo nya sudah terpotong tolong di perbaikilah anjeng saya udah rugi ini satu kata untuk aplikasi kai acces yaitu kontol semoga semua orang yang membuat aplikasi ini pantatnya bisulan woi bales komennya anjeng jangan di liat aja tolo pesen saya jangan beli tiket di kai acces ketimbang merasakan kekecewaan l,saya sudah pesan tiket kakak lokal dan ada tulis payment succces tapi telah di cek kembali kenapa tulis anda tidak milik tiket dan saldo nya sudah potong tolong di baik anjeng saya sudah rugi ini satu kata untuk aplikasi kai acces yaitu jelek moga semua orang yang buat aplikasi ini pantat bisul woi balas komennya anjeng jangan di lihat saja tolo pesan saya jangan beli tiket di kai acces ketimbang rasa kecewa l,pesan tiket kakak lokal tulis payment succces cek tulis milik tiket saldo potong tolong anjeng rugi aplikasi kai acces jelek moga orang aplikasi pantat bisul woi balas komennya anjeng lihat tolo pesan beli tiket kai acces kecewa,"['pesan', 'tiket', 'kakak', 'lokal', 'tulis', 'payment', 'succces', 'cek', 'tulis', 'milik', 'tiket', 'saldo', 'potong', 'tolong', 'anjeng', 'rugi', 'aplikasi', 'kai', 'acces', 'jelek', 'moga', 'orang', 'aplikasi', 'pantat', 'bisul', 'woi', 'balas', 'komennya', 'anjeng', 'lihat', 'tolo', 'pesan', 'beli', 'tiket', 'kai', 'acces', 'kecewa']",-4,negative
2302,"Sering kecewa sih lemot mana sekarang harus online terus beli tiketnya terus harusnya kalo ada kebijakan baru misal kalo jarak jauh harus vaksin 3 tolong cantumkan gitu atau kan sudah terdeteksi tuh baru vaksin berapa harusnya bilang saja gak bisa karena anda belum vaksin 3, ini aku udah beli tiket mana 45k lagi eh pas di stasiun gak bisa karena baru vaksin 2 kan uang saya sayang dikiranya cari uang gampang",sering kecewa sih lemot mana sekarang harus online terus beli tiketnya terus harusnya kalo ada kebijakan baru misal kalo jarak jauh harus vaksin tolong cantumkan gitu atau kan sudah terdeteksi tuh baru vaksin berapa harusnya bilang saja gak bisa karena anda belum vaksin ini aku udah beli tiket mana k lagi eh pas di stasiun gak bisa karena baru vaksin kan uang saya sayang dikiranya cari uang gampang,sering kecewa sih lambat mana sekarang harus online terus beli tiket terus harus kalau ada bijak baru misal kalau jarak jauh harus vaksin tolong cantum begitu atau kan sudah deteksi itu baru vaksin berapa harus bilang saja tidak bisa karena anda belum vaksin ini aku sudah beli tiket mana ke lagi eh pas di stasiun tidak bisa karena baru vaksin kan uang saya sayang kira cari uang gampang,kecewa lambat online beli tiket bijak jarak vaksin tolong cantum deteksi vaksin bilang vaksin beli tiket stasiun vaksin uang sayang cari uang gampang,"['kecewa', 'lambat', 'online', 'beli', 'tiket', 'bijak', 'jarak', 'vaksin', 'tolong', 'cantum', 'deteksi', 'vaksin', 'bilang', 'vaksin', 'beli', 'tiket', 'stasiun', 'vaksin', 'uang', 'sayang', 'cari', 'uang', 'gampang']",1,positive
2303,Sering memakan saldo link.. Padahal sudah dibayar.. Tapi munculnya belum dibayar.. Sering eror... Sering susah buat pesan tiket kereta.. Mohon diperbaiki yaa,sering memakan saldo link padahal sudah dibayar tapi munculnya belum dibayar sering eror sering susah buat pesan tiket kereta mohon diperbaiki yaa,sering makan saldo link padahal sudah bayar tapi muncul belum bayar sering eror sering susah buat pesan tiket kereta mohon baik yaa,makan saldo link bayar muncul bayar eror susah pesan tiket kereta mohon yaa,"['makan', 'saldo', 'link', 'bayar', 'muncul', 'bayar', 'eror', 'susah', 'pesan', 'tiket', 'kereta', 'mohon', 'yaa']",-1,negative
2304,"Sanggat mantav dengan layanan'nya,jadi gampang untuk pemesanan tiket dan tidak perlu antri. Tapi hanya sekedar saran saja ""kalo mau pesen tiket online harus'nya bisa untuk memilih reduksi tempat duduk,agar kalo pemesanan tiket lokal satu keluarga bisa kumpul,agar tidak mencar ke gerbong lain/sebalik'nya"". #Trimakasih 🙏🙏",sanggat mantav dengan layanan nya jadi gampang untuk pemesanan tiket dan tidak perlu antri tapi hanya sekedar saran saja kalo mau pesen tiket online harus nya bisa untuk memilih reduksi tempat duduk agar kalo pemesanan tiket lokal satu keluarga bisa kumpul agar tidak mencar ke gerbong lain sebalik nya trimakasih,sanggat mantav dengan layan nya jadi gampang untuk mesan tiket dan tidak perlu antri tapi hanya dar saran saja kalau mau pesan tiket online harus nya bisa untuk pilih reduksi tempat duduk agar kalau mesan tiket lokal satu keluarga bisa kumpul agar tidak mencar ke gerbong lain balik nya trimakasih,sanggat mantav layan gampang mesan tiket antri dar saran pesan tiket online pilih reduksi duduk mesan tiket lokal keluarga kumpul mencar gerbong trimakasih,"['sanggat', 'mantav', 'layan', 'gampang', 'mesan', 'tiket', 'antri', 'dar', 'saran', 'pesan', 'tiket', 'online', 'pilih', 'reduksi', 'duduk', 'mesan', 'tiket', 'lokal', 'keluarga', 'kumpul', 'mencar', 'gerbong', 'trimakasih']",2,positive
2305,"Saya kecewa...saya pesan tiket untuk kereta lokal. Saya pesan dhoho dari jombang ke wonokromo tgl 4 mei 2022, pesan 4 kursi dan 1 kursi lg dgn no economi 3 no 3ab + 4abc Tp kursi saya no 4a juga di miliki oleh pelanggan kai yg lain....bagaimana pt kai bisa 1kursi di kasih ke 2 pelanggan Apa karena harga murah jadi tidak ada kenyamanan untuk pelanggan",saya kecewa saya pesan tiket untuk kereta lokal saya pesan dhoho dari jombang ke wonokromo tgl mei pesan kursi dan kursi lg dgn no economi no ab abc tp kursi saya no a juga di miliki oleh pelanggan kai yg lain bagaimana pt kai bisa kursi di kasih ke pelanggan apa karena harga murah jadi tidak ada kenyamanan untuk pelanggan,saya kecewa saya pesan tiket untuk kereta lokal saya pesan dhoho dari jombang ke wonokromo tanggal mei pesan kursi dan kursi lagi dengan nomor economi nomor ab abc tapi kursi saya nomor a juga di milik oleh langgan kai yang lain bagaimana pt kai bisa kursi di kasih ke langgan apa karena harga murah jadi tidak ada nyaman untuk langgan,kecewa pesan tiket kereta lokal pesan dhoho jombang wonokromo tanggal pesan kursi kursi nomor economi nomor abc kursi nomor milik langgan kai kai kursi kasih langgan harga murah nyaman langgan,"['kecewa', 'pesan', 'tiket', 'kereta', 'lokal', 'pesan', 'dhoho', 'jombang', 'wonokromo', 'tanggal', 'pesan', 'kursi', 'kursi', 'nomor', 'economi', 'nomor', 'abc', 'kursi', 'nomor', 'milik', 'langgan', 'kai', 'kai', 'kursi', 'kasih', 'langgan', 'harga', 'murah', 'nyaman', 'langgan']",2,positive
2307,"Ada notif dr KAI access untuk update aplikasi... Setelah sya update tiket yg telah sy pesan (local train) saya hilang?? Dan aplikasi jd lemot -.- mskipun hnya15 rb, tp keberangkatan 1,5 jm lg... Blm tentu sydpt tiket di jm yg sama lg",ada notif dr kai access untuk update aplikasi setelah sya update tiket yg telah sy pesan local train saya hilang dan aplikasi jd lemot mskipun hnya rb tp keberangkatan jm lg blm tentu sydpt tiket di jm yg sama lg,ada notif dari kai access untuk perbarui aplikasi telah saya perbarui tiket yang telah saya pesan lokal train saya hilang dan aplikasi jadi lambat mskipun hanya rb tapi berangkat jm lagi belum tentu sydpt tiket di jm yang sama lagi,notif kai access perbarui aplikasi perbarui tiket pesan lokal train hilang aplikasi lambat mskipun berangkat sydpt tiket,"['notif', 'kai', 'access', 'perbarui', 'aplikasi', 'perbarui', 'tiket', 'pesan', 'lokal', 'train', 'hilang', 'aplikasi', 'lambat', 'mskipun', 'berangkat', 'sydpt', 'tiket']",-2,negative
